job_id,stage,family,prior,grid,split,horizon,n_trajectories,primary_horizon,candidate,baseline,candidate_mean_nmse,baseline_mean_nmse,difference_nmse_baseline_minus_candidate,difference_ci95_low,difference_ci95_high,mse_reduction_percent,reduction_ci95_low,reduction_ci95_high,undefined_ratio_draws,label,interpretation,inference_scope
development__allen_cahn__coefficient,development,allen_cahn,coefficient,32,test,64,64,True,calibrated,uncalibrated,4.0747945426496945e-12,0.004758940167708836,0.004758940163634042,0.003859532201089245,0.006044006971384123,99.999999914376,99.9999998790395,99.99999994059624,0,GREEN,candidate has lower error; pointwise interval is above zero,exploratory pointwise 95% paired bootstrap; no multiplicity adjustment; no minimum effect requirement
development__allen_cahn__coefficient,development,allen_cahn,coefficient,32,test,64,64,True,calibrated,validation_best_neural,4.0747945426496945e-12,0.00026575334203924353,0.000265753337964449,0.0001443516349543819,0.000474876320687115,99.99999846670055,99.99999767146102,99.99999912031427,0,GREEN,candidate has lower error; pointwise interval is above zero,exploratory pointwise 95% paired bootstrap; no multiplicity adjustment; no minimum effect requirement
development__allen_cahn__coefficient,development,allen_cahn,coefficient,32,test,64,64,True,validation_selected_route,validation_best_neural,4.0747945426496945e-12,0.00026575334203924353,0.000265753337964449,0.0001443516349543819,0.000474876320687115,99.99999846670055,99.99999767146102,99.99999912031427,0,GREEN,candidate has lower error; pointwise interval is above zero,exploratory pointwise 95% paired bootstrap; no multiplicity adjustment; no minimum effect requirement
development__allen_cahn__coefficient,development,allen_cahn,coefficient,32,test,64,64,True,validation_selected_route,calibrated,4.0747945426496945e-12,4.0747945426496945e-12,0.0,0.0,0.0,0.0,0.0,0.0,0,BLUE,the compared trajectory scores are identical,exploratory pointwise 95% paired bootstrap; no multiplicity adjustment; no minimum effect requirement
development__allen_cahn__coefficient,development,allen_cahn,coefficient,32,test,96,64,False,calibrated,uncalibrated,4.861320051196148e-12,0.005153586947076979,0.00515358694221566,0.004215193246143173,0.006549587570103721,99.99999990567115,99.99999986895638,99.9999999337305,0,GREEN,candidate has lower error; pointwise interval is above zero,exploratory pointwise 95% paired bootstrap; no multiplicity adjustment; no minimum effect requirement
development__allen_cahn__coefficient,development,allen_cahn,coefficient,32,test,96,64,False,calibrated,validation_best_neural,4.861320051196148e-12,0.00036587697404830214,0.0003658769691869821,0.0002268315721234064,0.0005915086829123007,99.99999867132387,99.99999799070861,99.99999920851607,0,GREEN,candidate has lower error; pointwise interval is above zero,exploratory pointwise 95% paired bootstrap; no multiplicity adjustment; no minimum effect requirement
development__allen_cahn__coefficient,development,allen_cahn,coefficient,32,test,96,64,False,validation_selected_route,validation_best_neural,4.861320051196147e-12,0.00036587697404830214,0.0003658769691869821,0.0002268315721234064,0.0005915086829123007,99.99999867132387,99.99999799070861,99.99999920851607,0,GREEN,candidate has lower error; pointwise interval is above zero,exploratory pointwise 95% paired bootstrap; no multiplicity adjustment; no minimum effect requirement
development__allen_cahn__coefficient,development,allen_cahn,coefficient,32,test,96,64,False,validation_selected_route,calibrated,4.861320051196147e-12,4.861320051196148e-12,0.0,0.0,0.0,0.0,0.0,0.0,0,BLUE,the compared trajectory scores are identical,exploratory pointwise 95% paired bootstrap; no multiplicity adjustment; no minimum effect requirement
development__allen_cahn__coefficient,development,allen_cahn,coefficient,32,ood,64,64,True,calibrated,uncalibrated,1.6531219572223753e-11,0.004515158545309816,0.0045151585287785964,0.0038818337794318896,0.005684429721751693,99.99999963387289,99.99999955670464,99.99999971100752,0,GREEN,candidate has lower error; pointwise interval is above zero,exploratory pointwise 95% paired bootstrap; no multiplicity adjustment; no minimum effect requirement
development__allen_cahn__coefficient,development,allen_cahn,coefficient,32,ood,64,64,True,calibrated,validation_best_neural,1.6531219572223753e-11,0.0026368117788262563,0.0026368117622950367,0.0016175875169120429,0.003840186120278014,99.9999993730603,99.99999897691954,99.99999957045529,0,GREEN,candidate has lower error; pointwise interval is above zero,exploratory pointwise 95% paired bootstrap; no multiplicity adjustment; no minimum effect requirement
development__allen_cahn__coefficient,development,allen_cahn,coefficient,32,ood,64,64,True,validation_selected_route,validation_best_neural,1.6531219572223753e-11,0.0026368117788262563,0.0026368117622950367,0.0016175875169120429,0.003840186120278014,99.9999993730603,99.99999897691954,99.99999957045529,0,GREEN,candidate has lower error; pointwise interval is above zero,exploratory pointwise 95% paired bootstrap; no multiplicity adjustment; no minimum effect requirement
development__allen_cahn__coefficient,development,allen_cahn,coefficient,32,ood,64,64,True,validation_selected_route,calibrated,1.6531219572223753e-11,1.6531219572223753e-11,0.0,0.0,0.0,0.0,0.0,0.0,0,BLUE,the compared trajectory scores are identical,exploratory pointwise 95% paired bootstrap; no multiplicity adjustment; no minimum effect requirement
development__allen_cahn__coefficient,development,allen_cahn,coefficient,32,ood,96,64,False,calibrated,uncalibrated,1.845636428327467e-11,0.0047891766696513596,0.0047891766511949955,0.004256588777329649,0.005726405747887058,99.99999961462345,99.99999954662556,99.99999968236321,0,GREEN,candidate has lower error; pointwise interval is above zero,exploratory pointwise 95% paired bootstrap; no multiplicity adjustment; no minimum effect requirement
development__allen_cahn__coefficient,development,allen_cahn,coefficient,32,ood,96,64,False,calibrated,validation_best_neural,1.845636428327467e-11,0.005213317233047209,0.005213317214590845,0.0030786569104640695,0.007684231594988194,99.99999964597659,99.999999402664,99.99999975984093,0,GREEN,candidate has lower error; pointwise interval is above zero,exploratory pointwise 95% paired bootstrap; no multiplicity adjustment; no minimum effect requirement
development__allen_cahn__coefficient,development,allen_cahn,coefficient,32,ood,96,64,False,validation_selected_route,validation_best_neural,1.845636428327467e-11,0.005213317233047209,0.005213317214590845,0.0030786569104640695,0.007684231594988194,99.99999964597659,99.999999402664,99.99999975984093,0,GREEN,candidate has lower error; pointwise interval is above zero,exploratory pointwise 95% paired bootstrap; no multiplicity adjustment; no minimum effect requirement
development__allen_cahn__coefficient,development,allen_cahn,coefficient,32,ood,96,64,False,validation_selected_route,calibrated,1.845636428327467e-11,1.845636428327467e-11,0.0,0.0,0.0,0.0,0.0,0.0,0,BLUE,the compared trajectory scores are identical,exploratory pointwise 95% paired bootstrap; no multiplicity adjustment; no minimum effect requirement
development__allen_cahn__correct,development,allen_cahn,correct,32,test,64,64,True,calibrated,uncalibrated,3.914342203487285e-12,1.9568591795959958e-12,-1.9574830238912896e-12,-4.3873662357150775e-12,-4.790227702329079e-13,-100.03187987678412,-222.45579749726733,-24.656231742797967,0,RED,candidate has higher error; pointwise interval is below zero,exploratory pointwise 95% paired bootstrap; no multiplicity adjustment; no minimum effect requirement
development__allen_cahn__correct,development,allen_cahn,correct,32,test,64,64,True,calibrated,validation_best_neural,3.914342203487285e-12,0.00023640378065797104,0.00023640377674362883,9.964341062663446e-05,0.00048596449441724236,99.99999834421335,99.99999633249448,99.99999914499938,0,GREEN,candidate has lower error; pointwise interval is above zero,exploratory pointwise 95% paired bootstrap; no multiplicity adjustment; no minimum effect requirement
development__allen_cahn__correct,development,allen_cahn,correct,32,test,64,64,True,validation_selected_route,validation_best_neural,3.914342203487285e-12,0.00023640378065797104,0.00023640377674362883,9.964341062663446e-05,0.00048596449441724236,99.99999834421335,99.99999633249448,99.99999914499938,0,GREEN,candidate has lower error; pointwise interval is above zero,exploratory pointwise 95% paired bootstrap; no multiplicity adjustment; no minimum effect requirement
development__allen_cahn__correct,development,allen_cahn,correct,32,test,64,64,True,validation_selected_route,calibrated,3.914342203487285e-12,3.914342203487285e-12,0.0,0.0,0.0,0.0,0.0,0.0,0,BLUE,the compared trajectory scores are identical,exploratory pointwise 95% paired bootstrap; no multiplicity adjustment; no minimum effect requirement
development__allen_cahn__correct,development,allen_cahn,correct,32,test,96,64,False,calibrated,uncalibrated,4.684122655147794e-12,2.2202042954016277e-12,-2.4639183597461664e-12,-4.9266586870111605e-12,-8.691806312020379e-13,-110.97710083929243,-216.86541134107844,-39.302480218645556,0,RED,candidate has higher error; pointwise interval is below zero,exploratory pointwise 95% paired bootstrap; no multiplicity adjustment; no minimum effect requirement
development__allen_cahn__correct,development,allen_cahn,correct,32,test,96,64,False,calibrated,validation_best_neural,4.684122655147794e-12,0.00032433239470986574,0.0003243323900257431,0.0001567376056034931,0.0006065568231710576,99.99999855576478,99.99999709399326,99.99999921257844,0,GREEN,candidate has lower error; pointwise interval is above zero,exploratory pointwise 95% paired bootstrap; no multiplicity adjustment; no minimum effect requirement
development__allen_cahn__correct,development,allen_cahn,correct,32,test,96,64,False,validation_selected_route,validation_best_neural,4.684122655147794e-12,0.00032433239470986574,0.0003243323900257431,0.0001567376056034931,0.0006065568231710576,99.99999855576478,99.99999709399326,99.99999921257844,0,GREEN,candidate has lower error; pointwise interval is above zero,exploratory pointwise 95% paired bootstrap; no multiplicity adjustment; no minimum effect requirement
development__allen_cahn__correct,development,allen_cahn,correct,32,test,96,64,False,validation_selected_route,calibrated,4.684122655147794e-12,4.684122655147794e-12,0.0,0.0,0.0,0.0,0.0,0.0,0,BLUE,the compared trajectory scores are identical,exploratory pointwise 95% paired bootstrap; no multiplicity adjustment; no minimum effect requirement
development__allen_cahn__correct,development,allen_cahn,correct,32,ood,64,64,True,calibrated,uncalibrated,1.7105847863381803e-11,1.48348427226717e-11,-2.271005140710105e-12,-4.100145634714317e-12,-7.833860437441857e-13,-15.308589266264265,-28.89574620742754,-4.908538630528171,0,RED,candidate has higher error; pointwise interval is below zero,exploratory pointwise 95% paired bootstrap; no multiplicity adjustment; no minimum effect requirement
development__allen_cahn__correct,development,allen_cahn,correct,32,ood,64,64,True,calibrated,validation_best_neural,1.7105847863381803e-11,0.003438385973723479,0.003438385956617631,0.0017932782222088517,0.005299973874056707,99.99999950250356,99.99999905894897,99.99999967678627,0,GREEN,candidate has lower error; pointwise interval is above zero,exploratory pointwise 95% paired bootstrap; no multiplicity adjustment; no minimum effect requirement
development__allen_cahn__correct,development,allen_cahn,correct,32,ood,64,64,True,validation_selected_route,validation_best_neural,1.7105847863381803e-11,0.003438385973723479,0.003438385956617631,0.0017932782222088517,0.005299973874056707,99.99999950250356,99.99999905894897,99.99999967678627,0,GREEN,candidate has lower error; pointwise interval is above zero,exploratory pointwise 95% paired bootstrap; no multiplicity adjustment; no minimum effect requirement
development__allen_cahn__correct,development,allen_cahn,correct,32,ood,64,64,True,validation_selected_route,calibrated,1.7105847863381803e-11,1.7105847863381803e-11,0.0,0.0,0.0,0.0,0.0,0.0,0,BLUE,the compared trajectory scores are identical,exploratory pointwise 95% paired bootstrap; no multiplicity adjustment; no minimum effect requirement
development__allen_cahn__correct,development,allen_cahn,correct,32,ood,96,64,False,calibrated,uncalibrated,1.9191455101830118e-11,1.46132662205788e-11,-4.578188881251318e-12,-7.239599507052716e-12,-2.404635482894625e-12,-31.32899115191775,-51.28802059780907,-15.664483440734278,0,RED,candidate has higher error; pointwise interval is below zero,exploratory pointwise 95% paired bootstrap; no multiplicity adjustment; no minimum effect requirement
development__allen_cahn__correct,development,allen_cahn,correct,32,ood,96,64,False,calibrated,validation_best_neural,1.9191455101830118e-11,0.007033406040735842,0.007033406021544387,0.00348103297962121,0.011079454404407104,99.99999972713854,99.99999944810428,99.9999998277765,0,GREEN,candidate has lower error; pointwise interval is above zero,exploratory pointwise 95% paired bootstrap; no multiplicity adjustment; no minimum effect requirement
development__allen_cahn__correct,development,allen_cahn,correct,32,ood,96,64,False,validation_selected_route,validation_best_neural,1.9191455101830118e-11,0.007033406040735842,0.007033406021544387,0.00348103297962121,0.011079454404407104,99.99999972713854,99.99999944810428,99.9999998277765,0,GREEN,candidate has lower error; pointwise interval is above zero,exploratory pointwise 95% paired bootstrap; no multiplicity adjustment; no minimum effect requirement
development__allen_cahn__correct,development,allen_cahn,correct,32,ood,96,64,False,validation_selected_route,calibrated,1.9191455101830118e-11,1.9191455101830118e-11,0.0,0.0,0.0,0.0,0.0,0.0,0,BLUE,the compared trajectory scores are identical,exploratory pointwise 95% paired bootstrap; no multiplicity adjustment; no minimum effect requirement
development__burgers__coefficient,development,burgers,coefficient,32,test,64,64,True,calibrated,uncalibrated,3.6164333757879106e-11,0.017123439811957963,0.017123439775793628,0.012601883881235263,0.022484985274241424,99.99999978880216,99.99999971991978,99.99999986611572,0,GREEN,candidate has lower error; pointwise interval is above zero,exploratory pointwise 95% paired bootstrap; no multiplicity adjustment; no minimum effect requirement
development__burgers__coefficient,development,burgers,coefficient,32,test,64,64,True,calibrated,validation_best_neural,3.6164333757879106e-11,0.000520603293800368,0.0005206032576360342,0.0003672522948960832,0.0007056221315596556,99.99999305337975,99.99998984144604,99.99999586971921,0,GREEN,candidate has lower error; pointwise interval is above zero,exploratory pointwise 95% paired bootstrap; no multiplicity adjustment; no minimum effect requirement
development__burgers__coefficient,development,burgers,coefficient,32,test,64,64,True,validation_selected_route,validation_best_neural,3.6164333757879106e-11,0.000520603293800368,0.0005206032576360342,0.0003672522948960832,0.0007056221315596556,99.99999305337975,99.99998984144604,99.99999586971921,0,GREEN,candidate has lower error; pointwise interval is above zero,exploratory pointwise 95% paired bootstrap; no multiplicity adjustment; no minimum effect requirement
development__burgers__coefficient,development,burgers,coefficient,32,test,64,64,True,validation_selected_route,calibrated,3.6164333757879106e-11,3.6164333757879106e-11,0.0,0.0,0.0,0.0,0.0,0.0,0,BLUE,the compared trajectory scores are identical,exploratory pointwise 95% paired bootstrap; no multiplicity adjustment; no minimum effect requirement
development__burgers__coefficient,development,burgers,coefficient,32,test,96,64,False,calibrated,uncalibrated,3.299953674641873e-11,0.017177100389785448,0.01717710035678591,0.013304729523332446,0.02193602086741212,99.99999980788645,99.99999975651738,99.99999986186096,0,GREEN,candidate has lower error; pointwise interval is above zero,exploratory pointwise 95% paired bootstrap; no multiplicity adjustment; no minimum effect requirement
development__burgers__coefficient,development,burgers,coefficient,32,test,96,64,False,calibrated,validation_best_neural,3.299953674641873e-11,0.0006680682956761939,0.0006680682626766572,0.0004767560026812065,0.0008854067640791302,99.99999506045462,99.99999275952425,99.99999685375532,0,GREEN,candidate has lower error; pointwise interval is above zero,exploratory pointwise 95% paired bootstrap; no multiplicity adjustment; no minimum effect requirement
development__burgers__coefficient,development,burgers,coefficient,32,test,96,64,False,validation_selected_route,validation_best_neural,3.299953674641873e-11,0.0006680682956761939,0.0006680682626766572,0.0004767560026812065,0.0008854067640791302,99.99999506045462,99.99999275952425,99.99999685375532,0,GREEN,candidate has lower error; pointwise interval is above zero,exploratory pointwise 95% paired bootstrap; no multiplicity adjustment; no minimum effect requirement
development__burgers__coefficient,development,burgers,coefficient,32,test,96,64,False,validation_selected_route,calibrated,3.299953674641873e-11,3.299953674641873e-11,0.0,0.0,0.0,0.0,0.0,0.0,0,BLUE,the compared trajectory scores are identical,exploratory pointwise 95% paired bootstrap; no multiplicity adjustment; no minimum effect requirement
development__burgers__coefficient,development,burgers,coefficient,32,ood,64,64,True,calibrated,uncalibrated,1.672070575860471e-11,0.010053786692552413,0.010053786675831707,0.008125752540148303,0.012286432386179267,99.99999983368747,99.99999976049689,99.99999988373598,0,GREEN,candidate has lower error; pointwise interval is above zero,exploratory pointwise 95% paired bootstrap; no multiplicity adjustment; no minimum effect requirement
development__burgers__coefficient,development,burgers,coefficient,32,ood,64,64,True,calibrated,validation_best_neural,1.672070575860471e-11,0.00876815077780651,0.008768150761085804,0.0042689710301535315,0.014117598446230508,99.9999998093018,99.99999958368511,99.99999990318068,0,GREEN,candidate has lower error; pointwise interval is above zero,exploratory pointwise 95% paired bootstrap; no multiplicity adjustment; no minimum effect requirement
development__burgers__coefficient,development,burgers,coefficient,32,ood,64,64,True,validation_selected_route,validation_best_neural,1.672070575860471e-11,0.00876815077780651,0.008768150761085804,0.0042689710301535315,0.014117598446230508,99.9999998093018,99.99999958368511,99.99999990318068,0,GREEN,candidate has lower error; pointwise interval is above zero,exploratory pointwise 95% paired bootstrap; no multiplicity adjustment; no minimum effect requirement
